Bekräftigung  thes  3 nil nil 21
bemängeln hbk 3 nil nil 17
einfordern  hbk 3 nil nil 17
Gegenrede   thes  3 nil nil 16
Replik  thes  3 nil nil 16
faxen hbk 3 nil rep 15
nachsuchen  hbk 3 nil nil 15
Disputation   thes  3 nil rep 13
Gedankenaustausch   thes  3 nil rep 12
Benachrichtigung  thes  3 nil nil 12
morsen  hbk 3 nil nil 10
Beanstandung  thes  3 nil nil 10
Bekanntgabe   thes  3 nil nil 10
verdonnern  hbk 3 nil rep 9
Umfrage   thes  3 nil rep 9
Votum   thes  3 nil nil 9
repetieren  hbk 3 nil nil 8
vorladen  hbk 3 nil rep 7
Dementi   thes  3 nil nil 5
kontaktieren  hbk 3 nil rep 4
abmahnen  hbk 3 nil nil 4
Zureden   thes  3 nil nil 4
suspendieren  hbk 3 nil hand  4
krakeln hbk 3 nil rep 3
zurückbeordern  hbk 3 nil nil 3
persiflieren  korp  3 speech  nil 3
Explikation   thes  3 nil nil 3
Meinungsaustausch   thes  3 nil rep 2
Zankerei  thes  3 nil nil 2
ratifizieren  hbk 3 nil rep 1
Befürwortung  thes  3 nil rep 1
Informationsaustausch   thes  3 nil rep 1
dazwischenwerfen  hbk 3 nil nil 1
granteln  hbk 3 nil nil 1
replizieren   korp  3 speech  nil 1
Abstimmen   thes  3 nil rep 0
komplementieren   korp  3 speech  nil 0
Gekabbel  thes  3 nil nil 0
finden  korp  4 thought nil 12649
aufnehmen hbk 4 nil nil 1683
unterhalten hbk 4 nil rep 1120
herrschen   korp  4 speech  nil 1072
begrüßen  hbk 4 nil rep 930
befreien  hbk 4 nil nil 830
aufgeben  hbk 4 nil nil 769
anerkennen  hbk 4 nil nil 721
spannen   korp  4 speech  ambig 718
verzichten  hbk 4 nil nil 635
verabschieden hbk 4 nil rep 556
anhalten  hbk 4 nil nil 537
einsetzen hbk 4 nil nil 480
zurückziehen  hbk 4 nil nil 451
entlassen hbk 4 nil nil 419
beleidigen  hbk 4 nil nil 399
verurteilen hbk 4 nil rep 397
werten  hbk 4 nil rep 370
einstellen  hbk 4 nil nil 362
Rechnung  thes  4 writing nil 358
beibringen  hbk 4 nil nil 351
Ausführung  thes  4 nil nil 333
verweigern  hbk 4 nil nil 292
auftragen hbk 4 nil nil 262
berechtigen hbk 4 nil nil 262
absetzen  hbk 4 nil nil 219
ansetzen  hbk 4 nil nil 214
preisgeben  hbk 4 nil nil 206
Verpflichtung   thes  4 nil nil 201
Tonfall   thes  4 nil rep 189
rasten  korp  4 speech  nil 178
herausstellen hbk 4 nil nil 176
ermutigen hbk 4 nil nil 165
Akzent  thes  4 nil rep 159
verwehren hbk 4 nil hand  156
ermuntern hbk 4 nil nil 152
Echo  thes  4 nil rep 145
festsetzen  hbk 4 nil nil 143
missbilligen  hbk 4 nil nil 139
verklären hbk 4 nil nil 121
zurücknehmen  hbk 4 nil nil 111
flechten  korp  4 speech  nil 111
zürnen  korp  4 speech  nil 110
Aussprache  thes  4 nil rep 109
entsagen  hbk 4 nil nil 104
Betonung  thes  4 nil rep 102
huldigen  hbk 4 nil nil 101
Ablehnung   thes  4 nil nil 101
aufdecken hbk 4 nil nil 96
Denkweise   thes  4 thought rep 94
einschätzen hbk 4 nil nil 88
herabsetzen hbk 4 nil nil 87
bloßstellen hbk 4 nil nil 86
Darbietung  thes  4 nil rep 84
verherrlichen hbk 4 nil nil 81
bewilligen  hbk 4 nil nil 78
verschreiben  hbk 4 nil nil 77
Motto   thes  4 nil nil 71
unterstreichen  hbk 4 nil nil 70
Paragraph   thes  4 nil nil 70
Kündigung   thes  4 nil rep 51
